text,class
"#QuizTimeMorningsWithAmazon 
Try the quiz n get a chance to get S10 plus
@amazon",0,"Amazon",0,0,1,"Neutral"
"RT @ReviewsEmerald: Magical Bedtime Stories: A Collection of Short Stories &amp; Poems for Children b... https://t.co/e5i0b8y9rE via @amazon",1,"Amazon",1,0,0,"positive"
"BATTLESHIP POTEMKIN (1925)

Cinematography by Eduard Tisse, Vladimir Popov 
Directed by Sergei M. Eisenstein
Buy or… https://t.co/ryJO9nQ9VM",0,"Amazon",0,0,1,"Neutral"
"RT @tech2eets: Democratic candidate and US Congress senator, Elizabeth Warren vows to break up @amazon, @Google and @facebook if elected US…",-1,"Amazon",0,1,0,"negative"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @AmerHeroesRadio: Ladies US #Army Mom T-Shirt  https://t.co/Mzfgz8THYJ via @amazon #Military #Fashion",0,"Amazon",0,0,1,"Neutral"
"RT @YardSales1: Embark #Dog #DNA Test Kit | #Breed &amp; #Genetic #Ancestry Discovery | Trait &amp; Health Detection | at-Home Cheek Swab https://t…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: NOTORIOUS (1946) 

Cinematography by Ted Tetzlaff
Directed by Alfred Hitchcock
Pre-order the Criterion blu-ray via @ama…",-1,"Amazon",0,1,0,"negative"
"@amazon Hi ., Amazon I had purchased Samsung m20 via from Amazon in 16 Feb but from last onwards am facing issues l… https://t.co/FsLEgAtDkA",-1,"Amazon",0,1,0,"negative"
"RT @sustainableinfo: Barnana #Organic Chewy Banana Bites - Coffee, 3.5 Ounce (3 Count) - Healthy #Vegan Banana Fruit Snacks - Made with #Su…",1,"Amazon",1,0,0,"positive"
"FREE 4 a limited time - Secrets to Photographing Your Dog Like The Pros (DigiDog Press Quickreads) by... https://t.co/Z3J6X1WBWa via @amazon",2,"Amazon",1,0,0,"positive"
"RT @policeofficer: Lost #Survival Gear Tac-Force Blue #Police spring Assisted Open LED #Tactical #Rescue automatic pocket knife/Thin Blue L…",0,"Amazon",0,0,1,"Neutral"
"RT @Jennifer_Estep: Gear up for WINTER'S WEB, Elemental Assassin novella #17.5, March 12, with a $10 @amazon #giftcard over at @FreshFictio…",-1,"Amazon",0,1,0,"negative"
"RT @pokerwildcard: Just saw this on Amazon: The Poker Book by Hank  Cashman for $9.99 https://t.co/aBpaJKaSkz via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @HPTarget: ASUS VivoBook F510UA 15.6” Full HD Nanoedge Laptop, Intel Core i5-8250U Processor, 8GB DDR4 RAM, 1TB HDD, USB-C, Fingerprint,…",0,"Amazon",0,0,1,"Neutral"
"Purchase #Basegod in @amazon  https://t.co/I7SCMZH8Ek   https://t.co/WDX0MKRpWD https://t.co/WDX0MKRpWD",0,"Amazon",0,0,1,"Neutral"
"RT @Paparazzi4U: VIFUUR Water Sports Shoes Barefoot Quick-Dry Aqua Yoga Socks Slip-on for Men Women Kids  https://t.co/Qv6s7o6Dd4 via @amaz…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @gracieversusdad: Lark &amp; Ro Women's Long Shawl Pillow Collar Puffer Jacket  https://t.co/r99vIrKiKj via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"@CaseyNolen I am very saddened to hear this. The article says he was on duty for @amazon , so shouldn’t Amazons ins… https://t.co/Iqy3LkC0wN",0,"Amazon",0,0,1,"Neutral"
"RT @predatorhunting: Kohree CREE 80000 LUX LED Coyote Hog Coon #Hunting Light, Rechargeable Predator Hunting, 3 LED Cap Light, 5 Position S…",2,"Amazon",1,0,0,"positive"
"Sand Dollar Confetti  #naturecuts #confetti #cutout #partysupplies #favors #decoration #party #event #birthday… https://t.co/va1VAD8ody",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"T7 TEA White Peach Tea 2.5oz by T7 TEA for $15.00 https://t.co/tOU4vjlqa4 via @amazon",1,"Amazon",1,0,0,"positive"
"@amazon",0,"Amazon",0,0,1,"Neutral"
"@darrelld_smith @PPFA @nytimes Now that its own by @Amazon",0,"Amazon",0,0,1,"Neutral"
"@BWoehrel @amazon Oh cool! I hope you love it!",1,"Amazon",1,0,0,"positive"
"RT @UROCKlive1: @DesignationSix @FoxNews @Walmart @Disney @PetSmart @Chewy @Progressive @oscarmayer @MrPeanut @Duracell @DuluthTradingCo @B…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @Cost2Build_UK: IT'S #GIVEAWAY TIME! 
We're giving you the chance to #win a 
@amazon
 £15 gift card.
To #enter, #follow 
@Cost2Build_UK…",0,"Amazon",0,0,1,"Neutral"
"FREE 4 a limited time - Time Sailors by Shelli Frew https://t.co/4kp3YHFjPF via @amazon",0,"Amazon",0,0,1,"Neutral"
".@Amazon's Crisis Of Trust via @forbes https://t.co/ITrMBgyQ8e",0,"Amazon",0,0,1,"Neutral"
"@bankofbaroda 
Dear sir,
Not able to complete purchase on AMAZON @amazon using rupay card issued by you.… https://t.co/IvRwRs6Vio",0,"Amazon",0,0,1,"Neutral"
"Amazon India is working in a foolish manner.

Firstly, amazon has delivered the defective item.
Secondly, they pick… https://t.co/sFMn9vMoY8",-2,"Amazon",0,1,0,"negative"
"RT @AmerHeroesRadio: Ladies US #Army Mom T-Shirt  https://t.co/Mzfgz8THYJ via @amazon #Military #Fashion",0,"Amazon",0,0,1,"Neutral"
"RT @YardSales1: Embark #Dog #DNA Test Kit | #Breed &amp; #Genetic #Ancestry Discovery | Trait &amp; Health Detection | at-Home Cheek Swab https://t…",0,"Amazon",0,0,1,"Neutral"
"RT @sustainableinfo: Barnana #Organic Chewy Banana Bites - Coffee, 3.5 Ounce (3 Count) - Healthy #Vegan Banana Fruit Snacks - Made with #Su…",1,"Amazon",1,0,0,"positive"
"RT @OnePerfectShot: THE EMPIRE STRIKES BACK (1980) 

Cinematography by Peter Suschitzky
Directed by Irvin Kershner
Buy it on @amazon: https…",0,"Amazon",0,0,1,"Neutral"
"FREE 4 a limited time - Mad Love by Colet Abedi https://t.co/JDMIQ1AhMl via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @policeofficer: Lost #Survival Gear Tac-Force Blue #Police spring Assisted Open LED #Tactical #Rescue automatic pocket knife/Thin Blue L…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @pokerwildcard: Just saw this on Amazon: The Poker Book by Hank  Cashman for $9.99 https://t.co/aBpaJKaSkz via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @HPTarget: ASUS VivoBook F510UA 15.6” Full HD Nanoedge Laptop, Intel Core i5-8250U Processor, 8GB DDR4 RAM, 1TB HDD, USB-C, Fingerprint,…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @Paparazzi4U: VIFUUR Water Sports Shoes Barefoot Quick-Dry Aqua Yoga Socks Slip-on for Men Women Kids  https://t.co/Qv6s7o6Dd4 via @amaz…",0,"Amazon",0,0,1,"Neutral"
"RT @gracieversusdad: Lark &amp; Ro Women's Long Shawl Pillow Collar Puffer Jacket  https://t.co/r99vIrKiKj via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: NOTORIOUS (1946) 

Cinematography by Ted Tetzlaff
Directed by Alfred Hitchcock
Pre-order the Criterion blu-ray via @ama…",-1,"Amazon",0,1,0,"negative"
"RT @predatorhunting: Kohree CREE 80000 LUX LED Coyote Hog Coon #Hunting Light, Rechargeable Predator Hunting, 3 LED Cap Light, 5 Position S…",2,"Amazon",1,0,0,"positive"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE MATRIX (1999) 

Cinematography by Bill Pope 
Directed by The Wachowskis
Buy or rent via @amazon: https://t.co/buj3R…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"@masonpelt @BrentSpiner Someone make this happen. cc: @JeffBezos @Google @amazon @Apple @Microsoft @BillGates @Feefyou @SamsungMobile",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"@LEGO_Group @wbgames @Dotemu @BestBuy @amazon @playasia @patoboxgame @REDARTGAMES @RealStrictlyLTD @LimitedRunGames… https://t.co/D9MehHWOuB",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @charliekirk11: Breaking:

FBI, conducting preliminary investigation into JEDI, the massive crony taxpayer handout given to @amazon to f…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"Hook Confetti #naturecuts #confetti #cutout #partysupplies #favors #decoration #party #event #birthday #wedding… https://t.co/DuEcxs4LBF",0,"Amazon",0,0,1,"Neutral"
"I ordered my grandmas birthday gift last night bc I forgot her birthday was today and the damn package came this morning wtf @amazon HOW",-2,"Amazon",0,1,0,"negative"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @AuthorPearlTate: Start the #QuasarLineage w/2 #BookBundle: Bren\'s Blessing &amp; Matthias\'s Miracle FREE on #KindleUnlimited @Amazon... h…",3,"Amazon",1,0,0,"positive"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"If there’s anyway that @amazon or @AmazonHelp can  get in touch with me, one of your drivers is falling asleep goin… https://t.co/yWaCX4xRC4",-1,"Amazon",0,1,0,"negative"
"RT @AmerHeroesRadio: Ladies US #Army Mom T-Shirt  https://t.co/Mzfgz8THYJ via @amazon #Military #Fashion",0,"Amazon",0,0,1,"Neutral"
"UBOWAY Outdoor Telescopic Fishing Rod Lamp with IR Remote for Camping, Fishin... https://t.co/eIQ63O449M via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @YardSales1: Embark #Dog #DNA Test Kit | #Breed &amp; #Genetic #Ancestry Discovery | Trait &amp; Health Detection | at-Home Cheek Swab https://t…",0,"Amazon",0,0,1,"Neutral"
"RT @sustainableinfo: Barnana #Organic Chewy Banana Bites - Coffee, 3.5 Ounce (3 Count) - Healthy #Vegan Banana Fruit Snacks - Made with #Su…",1,"Amazon",1,0,0,"positive"
"RT @policeofficer: Lost #Survival Gear Tac-Force Blue #Police spring Assisted Open LED #Tactical #Rescue automatic pocket knife/Thin Blue L…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: DUNKIRK (2017)

Cinematography by Hoyte van Hoytema
Directed by Christopher Nolan
Stream on @amazon: https://t.co/BdOli…",0,"Amazon",0,0,1,"Neutral"
"RT @pokerwildcard: Just saw this on Amazon: The Poker Book by Hank  Cashman for $9.99 https://t.co/aBpaJKaSkz via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @HPTarget: ASUS VivoBook F510UA 15.6” Full HD Nanoedge Laptop, Intel Core i5-8250U Processor, 8GB DDR4 RAM, 1TB HDD, USB-C, Fingerprint,…",0,"Amazon",0,0,1,"Neutral"
"RT @Paparazzi4U: VIFUUR Water Sports Shoes Barefoot Quick-Dry Aqua Yoga Socks Slip-on for Men Women Kids  https://t.co/Qv6s7o6Dd4 via @amaz…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @gracieversusdad: Lark &amp; Ro Women's Long Shawl Pillow Collar Puffer Jacket  https://t.co/r99vIrKiKj via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @predatorhunting: Kohree CREE 80000 LUX LED Coyote Hog Coon #Hunting Light, Rechargeable Predator Hunting, 3 LED Cap Light, 5 Position S…",2,"Amazon",1,0,0,"positive"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"#Ward7 stand up! @HillcrestWard7 @dcpublicschools @OSSEDC, accepting donations from @Microsoft @Apple @adidas… https://t.co/a4qapdhaYZ",0,"Amazon",0,0,1,"Neutral"
"Empowering: IMAGINE SOCIETY A Poem a Day - Volume 1 (by Jean Mercier for $5.49) #philosophy #poetry #quotes… https://t.co/cursTDgBF8",0,"Amazon",0,0,1,"Neutral"
"RT @RobertRaker1: #ENTROPY @RobertRaker1 “an elegiac crime novel whose climax reveals its bleakly beautiful pattern.”  Rick Schindler, Cult…",-1,"Amazon",0,1,0,"negative"
"@amazon #Quiztimemorningswithamazon",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @nzo11: #TomahawkChop 

Whatcha gonna do??Whatcha gonna do?
#WhatchaGonnaDo when she comes for you?

Whacked out #Warren
is going to mak…",0,"Amazon",0,0,1,"Neutral"
"RT @SamikshyaSwati: @amazon @AmazonHelp @AmazonUK @forum_consumer @Himansh31569422 these online shopping site are cheating now. Here in Sam…",-1,"Amazon",0,1,0,"negative"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"The NoPhone Air The NoPhone https://t.co/mW5tUQFuU0 via @amazon",0,"Amazon",0,0,1,"Neutral"
"Bhai purana phone kharab hone wala hai.. aaj s10 ke quize ke answers bhi de diye.. dekhna kuchh ho jaaye to..<U+0001F60A>… https://t.co/sYQH9B7CGM",0,"Amazon",0,0,1,"Neutral"
"@kiteruwkiteruw @amazon @Google @facebook #ElizabethWarren (@SenWarren) Why without #Apple????
i need to get your i… https://t.co/MQVfA9V3qd",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"@Nicci18960565 @OutdoorSmidge @yourwhitefriend @Outsider__14 @amazon @BillGates @JeffBezos @realDonaldTrump Well I… https://t.co/1NK8fVCaQP",1,"Amazon",1,0,0,"positive"
"Daylight savings time 2019
Strategy Implementation and Control by Hiriyappa B https://t.co/lN63zIlGqf via @amazon",1,"Amazon",1,0,0,"positive"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: CRAZY RICH ASIANS (2018)

Cinematography by Vanja Cernjul
Directed by John M. Chu
Buy it via @amazon: https://t.co/uGLQ…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"Fly Fishing Hook Confetti #naturecuts #confetti #cutout #partysupplies #favors #decoration #party #event #birthday… https://t.co/vIhYbxnDoX",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"The Third Pillar: How Markets and the State Leave the Community Behind by Rag... https://t.co/r0op1YRZuu via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @NY1noticias: La televisora @YESNetwork podría volver a ser propiedad de los @Yankees. Y los partidos serían transmitidos en 'streaming'…",0,"Amazon",0,0,1,"Neutral"
"@OnePerfectShot @RealGDT @amazon YARRRACJKK GIBI FILM",0,"Amazon",0,0,1,"Neutral"
"@amazon I am really getting tired of paying for an Amazon Prime membership only to receive consistent late delivers… https://t.co/0xZN3j776F",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @NY1noticias: La televisora @YESNetwork podría volver a ser propiedad de los @Yankees. Y los partidos serían transmitidos en 'streaming'…",0,"Amazon",0,0,1,"Neutral"
"RT @RojasEngein: Lo he intentado @amazon pero no encajabamos <U+0001F62A> https://t.co/N8qyFZz3UX",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"@seahawkfan704 @shannonrwatts @amazon @JeffBezos @Target Absolutely, but that takes time and money, and shooter may… https://t.co/TMRKfroowR",0,"Amazon",0,0,1,"Neutral"
"RT @RojasEngein: Lo he intentado @amazon pero no encajabamos <U+0001F62A> https://t.co/N8qyFZz3UX",0,"Amazon",0,0,1,"Neutral"
"RT @ZakkWyldeBLS: CELEBRATING 2O YEARS O’ SONIC BREWTALITY &amp; SOFT SHOE DEMOLITION w/CONAN &amp; THE ATOMIC BITCHWAX!!! APRIL 24-MAY 23!!! tBLSt…",1,"Amazon",1,0,0,"positive"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"@JeffBezos just a thought from our practical life in India. 
People from small towns and villages share the picture… https://t.co/13yoWMuhVv",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"FREE 4 a limited time - Air Fryer Cookbook: Delicious And Easy-To-Prepare Recipes In High-Definition ... https://t.co/KFWYjRWmiX via @amazon",1,"Amazon",1,0,0,"positive"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"The Confidence Factor for #womeninleadership presents The Chronicles: An Exc... https://t.co/DiIhyDwkKS via @amazon",1,"Amazon",1,0,0,"positive"
"Legends of the Old West - 24 Trading Card Set – Available Now to Order: https://t.co/Fkq1dlo7zf via @amazon #OldWest #Westerns #History",1,"Amazon",1,0,0,"positive"
"Does anyone named Alexa have an @amazon Alexa? I’m curious how those convos would go!",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: CRAZY RICH ASIANS (2018)

Cinematography by Vanja Cernjul
Directed by John M. Chu
Buy it via @amazon: https://t.co/uGLQ…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"@shannonrwatts @Michael01269667 @amazon @JeffBezos @Target Oooooh bad news we do capitalism here.",-1,"Amazon",0,1,0,"negative"
"Recent @amazon experiences: ordered headphone converter things for my phone (two separate kinds): all completely fu… https://t.co/Nxi31mGV2M",0,"Amazon",0,0,1,"Neutral"
"RT @AuthorPearlTate: #ThankYou @LaydenRobinson for helping my
#FREE Weekend #Sale BREN'S BLESSING a #1 Success!
#FREE w/#KindleUnlimited @A…",2,"Amazon",1,0,0,"positive"
"RT @OnePerfectShot: THE MATRIX (1999) 

Cinematography by Bill Pope 
Directed by The Wachowskis
Buy or rent via @amazon: https://t.co/buj3R…",0,"Amazon",0,0,1,"Neutral"
"Today, I participate in AMAZON QUIZ TIME.
Hope I perforem good.<U+0001F60A>
LOVE THAT!

#QuizTimeMorningsWithAmazon 

@amazon",1,"Amazon",1,0,0,"positive"
"<U+5024><U+4E0B><U+3052><U+3057><U+307E><U+3057><U+305F>!
Fritz Reiner<U+300C>Prokofiev: Alexander Nevsky<U+300D> <U+3092> 650 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/Gr6gShxKMo",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"#QuizTimeMorningsWithAmazon
@amazon hope I get this awesome phone please https://t.co/eaoZKwzqm6",1,"Amazon",1,0,0,"positive"
"RT @nickjonas: So excited to share this with the world, and so happy to be partnering with @Philymack and @amazon https://t.co/2RngGt5y0K",2,"Amazon",1,0,0,"positive"
"#QuizTimeMorningsWithAmazon 
Play it and chance to win S10 Plus 
@amazon @amazonIN #amazon",1,"Amazon",1,0,0,"positive"
"Hit Me with Your Best Shot!: How I Overcame A Hard-Hitting Life by Neena Pere... https://t.co/1TuvTIoWdA via @amazon",1,"Amazon",1,0,0,"positive"
"RT @jonasbrothers: Can’t wait for you guys to see this <U+0001F440> So excited to be partnering with @amazon to share our documentary with the world!!…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"FREE 4 a limited time - Natural Remedies: &amp;: Natural Antibiotics: And Antivirals For Beginners: Box S... https://t.co/1ex2zSYoUC via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"The Confidence Factor for Women in Leadership presents The Chronicles: An Exc... https://t.co/DiIhyDwkKS via @amazon",1,"Amazon",1,0,0,"positive"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"Cute Bunny Rabbit Pink Glasses Funny Hipster Gift T-Shirt #Easter https://t.co/2BQ70R7Oa6 via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @SolarPrepper: Apocalypse Smorgasbord: Prepper Up Grid Down by Ron Foster https://t.co/SxLrzKSHAG via @amazon #preppers #apocalyptic #Sc…",-1,"Amazon",0,1,0,"negative"
"RT @poedavid: .@Spotify and @Amazon ’sue songwriters’ because both want to continue to pay .003 instead of .004 per stream: Both contend a…",-1,"Amazon",0,1,0,"negative"
"@amazon I ordered a 270 count bottle of nutritional supplements, Recieved the 90 count which is less than half the… https://t.co/TBVZl3C7lW",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"<U+5024><U+4E0B><U+3052><U+3057><U+307E><U+3057><U+305F>!
Vertavo String Quartet<U+300C>Broken Line<U+300D> <U+3092> ¥800 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/wC9rKzru37",0,"Amazon",0,0,1,"Neutral"
"Sheriff Star Confetti  #naturecuts #confetti #cutout #partysupplies #favors #decoration #party #event #birthday… https://t.co/i9oBdUiRpD",0,"Amazon",0,0,1,"Neutral"
